Artifact_ID,Donor_ID
3243,732
3244,732
3245,1148
3246,1148
3247,1149
3248,1149
3249,1149
3250,1149
3251,1149
3252,1149
3253,732
3254,1150
3255,1150
3256,1151
3257,1152
3258,1153
3259,1154
3260,1154
3261,1155
3262,1156
3263,1157
3264,1158
3265,1159
3266,1160
3267,1161
3268,1161
3269,1161
3270,390
3271,390
3272,390
3273,1162
3274,1163
3275,1164
3276,1164
3277,1165
3278,466
3279,466
3280,1166
3281,1167
3282,1168
3283,1168
3284,1169
3285,1169
3286,390
3287,1170
3288,1170
3289,1170
3290,1171
3291,1172
3292,1172
3293,1173
3294,1173
3295,1174
3296,1174
3297,1175
3298,1175
3299,1175
3300,1175
3301,1175
3302,1176
3303,1177
3304,1177
3305,1177
3306,1177
3307,1177
3308,1177
3309,1178
3310,1179
3311,1179
3312,1179
3313,1179
3314,1179
3315,754
3316,754
3317,1180
3318,1180
3319,1181
3320,1181
3321,1181
3322,1182
3323,1182
3324,1182
3325,1182
3326,1182
3327,1182
3328,1183
3329,1183
3330,1183
3331,626
3332,1184
3333,1185
3334,1185
3335,1185
3336,1185
3337,1185
3338,1186
3339,1187
3340,1188
3341,1188
3342,1189
3343,1190
3344,1191
3345,1191
3346,827
3347,1192
3348,1193
3349,1194
3350,888
3351,888
3352,1195
3353,1196
3354,1197
3355,1198
3356,1198
3357,1199
3358,1199
3359,1199
3360,1200
3361,1200
3362,1200
3363,1200
3364,1200
3365,1200
3366,1200
3367,1200
3368,1200
3369,1201
3370,1201
3371,1201
3372,1201
3373,1202
3374,390
3375,1203
3376,873
3377,1204
3378,1205
3379,1206
3380,1206
3381,1206
3382,1206
3383,1206
3384,1206
3385,1206
3386,1207
3387,1208
3388,1209
3389,1209
3390,1209
3391,1209
3392,1210
3393,1211
3394,1211
3395,1211
3396,1212
3397,1212
3398,1212
3399,1213
3400,1213
3401,1213
3402,873
3403,1214
3404,1214
3405,1214
3406,1214
3407,1214
3408,1215
3409,1216
3410,1217
3411,1217
3412,1217
3413,1217
3414,1217
3415,1217
3416,1218
3417,873
3418,873
3419,1219
3420,1219
3421,1219
3422,1219
3423,1220
3424,1221
3425,1221
3426,1221
3427,1221
3428,1222
3429,1222
3430,1222
3431,1222
3432,1222
3433,1222
3434,1222
3435,1222
3436,1222
3437,1222
3438,1222
3439,1222
3440,1222
3441,1222
3442,1222
3443,1222
3444,1223
3445,1223
3446,1223
3447,1223
3448,1223
3449,1223
3450,1223
3451,1223
3452,1223
3453,1223
3454,1223
3455,1223
3456,1223
3457,1223
3458,1223
3459,1224
3460,1225
3461,1226
3462,1227
3463,1228
3464,1229
3465,1230
3466,1230
3467,1230
3468,1230
3469,1231
3470,1232
3471,1232
3472,1232
3473,1233
3474,1233
3475,424
3476,1234
3477,1235
3478,1236
3479,1237
3480,1237
3481,1238
3482,1238
3483,1239
3484,1239
3485,1240
3486,1241
3487,1242
3488,1243
3489,1244
3490,1245
3491,1245
3492,1246
3493,1247
3494,1247
3495,1247
3496,1247
